data,hora_utc,precipitacao_mm,pressao_mb,radiacao_kj,temp_c,umidade_pct,vento_vel_ms,vento_dir_graus,cidade,arquivo_origem,data_hora_utc,hora,faixa_climatica
2024/01/01,0000 UTC,0.0,935.9,,23.5,64.0,2.6,97.0,Chapeco,INMET_S_SC_A895_CHAPECO_01-01-2024_A_31-12-2024.CSV,2024-01-01 00:00:00,0,Ameno Seco
2024/01/01,0100 UTC,0.0,936.7,,22.9,65.0,1.9,94.0,Chapeco,INMET_S_SC_A895_CHAPECO_01-01-2024_A_31-12-2024.CSV,2024-01-01 01:00:00,1,Ameno Seco
2024/01/01,0200 UTC,0.0,937.2,,22.2,72.0,3.0,122.0,Chapeco,INMET_S_SC_A895_CHAPECO_01-01-2024_A_31-12-2024.CSV,2024-01-01 02:00:00,2,Ameno Seco
2024/01/01,0300 UTC,0.0,936.8,,22.4,71.0,3.7,112.0,Chapeco,INMET_S_SC_A895_CHAPECO_01-01-2024_A_31-12-2024.CSV,2024-01-01 03:00:00,3,Ameno Seco
2024/01/01,0400 UTC,0.0,936.3,,21.6,77.0,5.0,114.0,Chapeco,INMET_S_SC_A895_CHAPECO_01-01-2024_A_31-12-2024.CSV,2024-01-01 04:00:00,4,Ameno Seco
2024/01/01,0500 UTC,0.0,936.0,,20.5,80.0,3.8,92.0,Chapeco,INMET_S_SC_A895_CHAPECO_01-01-2024_A_31-12-2024.CSV,2024-01-01 05:00:00,5,Ameno Seco
2024/01/01,0600 UTC,0.0,935.1,,20.7,76.0,2.5,62.0,Chapeco,INMET_S_SC_A895_CHAPECO_01-01-2024_A_31-12-2024.CSV,2024-01-01 06:00:00,6,Ameno Seco
2024/01/01,0700 UTC,0.0,935.1,,20.7,75.0,1.9,66.0,Chapeco,INMET_S_SC_A895_CHAPECO_01-01-2024_A_31-12-2024.CSV,2024-01-01 07:00:00,7,Ameno Seco
2024/01/01,0800 UTC,0.0,935.3,,20.1,78.0,2.9,54.0,Chapeco,INMET_S_SC_A895_CHAPECO_01-01-2024_A_31-12-2024.CSV,2024-01-01 08:00:00,8,Ameno Seco
2024/01/01,0900 UTC,0.0,935.8,15.1,19.7,80.0,2.6,86.0,Chapeco,INMET_S_SC_A895_CHAPECO_01-01-2024_A_31-12-2024.CSV,2024-01-01 09:00:00,9,Ameno Seco
2024/01/01,1000 UTC,0.0,936.2,417.0,20.8,75.0,4.3,98.0,Chapeco,INMET_S_SC_A895_CHAPECO_01-01-2024_A_31-12-2024.CSV,2024-01-01 10:00:00,10,Ameno Seco
2024/01/01,1100 UTC,0.0,936.9,1017.7,22.2,71.0,3.7,93.0,Chapeco,INMET_S_SC_A895_CHAPECO_01-01-2024_A_31-12-2024.CSV,2024-01-01 11:00:00,11,Ameno Seco
2024/01/01,1200 UTC,0.0,937.0,2076.4,23.0,69.0,3.6,74.0,Chapeco,INMET_S_SC_A895_CHAPECO_01-01-2024_A_31-12-2024.CSV,2024-01-01 12:00:00,12,Ameno Seco
2024/01/01,1300 UTC,0.0,937.0,2838.5,25.0,65.0,2.6,45.0,Chapeco,INMET_S_SC_A895_CHAPECO_01-01-2024_A_31-12-2024.CSV,2024-01-01 13:00:00,13,Ameno Seco
2024/01/01,1400 UTC,0.0,936.9,3422.7,26.5,56.0,2.7,330.0,Chapeco,INMET_S_SC_A895_CHAPECO_01-01-2024_A_31-12-2024.CSV,2024-01-01 14:00:00,14,Quente Seco
2024/01/01,1500 UTC,0.0,936.2,3889.6,28.0,55.0,2.9,319.0,Chapeco,INMET_S_SC_A895_CHAPECO_01-01-2024_A_31-12-2024.CSV,2024-01-01 15:00:00,15,Quente Seco
2024/01/01,1600 UTC,0.0,935.6,4235.6,28.5,55.0,2.4,314.0,Chapeco,INMET_S_SC_A895_CHAPECO_01-01-2024_A_31-12-2024.CSV,2024-01-01 16:00:00,16,Quente Seco
2024/01/01,1700 UTC,0.0,934.7,4005.4,29.1,52.0,3.8,313.0,Chapeco,INMET_S_SC_A895_CHAPECO_01-01-2024_A_31-12-2024.CSV,2024-01-01 17:00:00,17,Quente Seco
2024/01/01,1800 UTC,0.0,934.3,3183.0,29.7,49.0,2.4,299.0,Chapeco,INMET_S_SC_A895_CHAPECO_01-01-2024_A_31-12-2024.CSV,2024-01-01 18:00:00,18,Quente Seco
2024/01/01,1900 UTC,0.0,933.7,2248.6,29.6,48.0,1.8,249.0,Chapeco,INMET_S_SC_A895_CHAPECO_01-01-2024_A_31-12-2024.CSV,2024-01-01 19:00:00,19,Quente Seco
2024/01/01,2000 UTC,0.0,932.8,2215.8,28.8,47.0,2.8,205.0,Chapeco,INMET_S_SC_A895_CHAPECO_01-01-2024_A_31-12-2024.CSV,2024-01-01 20:00:00,20,Quente Seco
2024/01/01,2100 UTC,0.0,932.5,1321.6,28.8,47.0,3.4,223.0,Chapeco,INMET_S_SC_A895_CHAPECO_01-01-2024_A_31-12-2024.CSV,2024-01-01 21:00:00,21,Quente Seco
2024/01/01,2200 UTC,0.0,932.9,479.0,27.2,46.0,2.7,209.0,Chapeco,INMET_S_SC_A895_CHAPECO_01-01-2024_A_31-12-2024.CSV,2024-01-01 22:00:00,22,Quente Seco
2024/01/01,2300 UTC,0.0,933.5,13.4,26.7,47.0,1.5,86.0,Chapeco,INMET_S_SC_A895_CHAPECO_01-01-2024_A_31-12-2024.CSV,2024-01-01 23:00:00,23,Quente Seco
2024/01/02,0000 UTC,0.0,934.1,,24.7,64.0,2.1,11.0,Chapeco,INMET_S_SC_A895_CHAPECO_01-01-2024_A_31-12-2024.CSV,2024-01-02 00:00:00,0,Ameno Seco
2024/01/02,0100 UTC,0.0,934.4,,25.2,58.0,1.8,75.0,Chapeco,INMET_S_SC_A895_CHAPECO_01-01-2024_A_31-12-2024.CSV,2024-01-02 01:00:00,1,Quente Seco
2024/01/02,0200 UTC,0.0,934.6,,24.5,65.0,1.1,83.0,Chapeco,INMET_S_SC_A895_CHAPECO_01-01-2024_A_31-12-2024.CSV,2024-01-02 02:00:00,2,Ameno Seco
2024/01/02,0300 UTC,0.0,934.2,,24.0,67.0,2.9,58.0,Chapeco,INMET_S_SC_A895_CHAPECO_01-01-2024_A_31-12-2024.CSV,2024-01-02 03:00:00,3,Ameno Seco
2024/01/02,0400 UTC,0.0,933.6,,23.9,63.0,3.7,52.0,Chapeco,INMET_S_SC_A895_CHAPECO_01-01-2024_A_31-12-2024.CSV,2024-01-02 04:00:00,4,Ameno Seco
2024/01/02,0500 UTC,0.0,933.2,,23.7,62.0,3.3,55.0,Chapeco,INMET_S_SC_A895_CHAPECO_01-01-2024_A_31-12-2024.CSV,2024-01-02 05:00:00,5,Ameno Seco
2024/01/02,0600 UTC,0.0,932.9,,23.3,63.0,4.6,40.0,Chapeco,INMET_S_SC_A895_CHAPECO_01-01-2024_A_31-12-2024.CSV,2024-01-02 06:00:00,6,Ameno Seco
2024/01/02,0700 UTC,0.0,933.0,,22.8,65.0,4.1,35.0,Chapeco,INMET_S_SC_A895_CHAPECO_01-01-2024_A_31-12-2024.CSV,2024-01-02 07:00:00,7,Ameno Seco
2024/01/02,0800 UTC,0.0,933.0,,22.6,67.0,4.1,35.0,Chapeco,INMET_S_SC_A895_CHAPECO_01-01-2024_A_31-12-2024.CSV,2024-01-02 08:00:00,8,Ameno Seco
2024/01/02,0900 UTC,0.0,934.1,11.7,21.7,72.0,2.4,358.0,Chapeco,INMET_S_SC_A895_CHAPECO_01-01-2024_A_31-12-2024.CSV,2024-01-02 09:00:00,9,Ameno Seco
2024/01/02,1000 UTC,0.0,934.2,160.6,21.8,73.0,5.0,25.0,Chapeco,INMET_S_SC_A895_CHAPECO_01-01-2024_A_31-12-2024.CSV,2024-01-02 10:00:00,10,Ameno Seco
2024/01/02,1100 UTC,0.0,934.6,749.6,23.1,69.0,2.6,72.0,Chapeco,INMET_S_SC_A895_CHAPECO_01-01-2024_A_31-12-2024.CSV,2024-01-02 11:00:00,11,Ameno Seco
2024/01/02,1200 UTC,0.0,934.7,1905.8,24.1,67.0,3.2,335.0,Chapeco,INMET_S_SC_A895_CHAPECO_01-01-2024_A_31-12-2024.CSV,2024-01-02 12:00:00,12,Ameno Seco
2024/01/02,1300 UTC,0.2,935.4,327.6,19.5,93.0,2.6,272.0,Chapeco,INMET_S_SC_A895_CHAPECO_01-01-2024_A_31-12-2024.CSV,2024-01-02 13:00:00,13,Ameno Chuvoso
2024/01/02,1400 UTC,0.8,936.0,237.4,19.1,95.0,5.2,211.0,Chapeco,INMET_S_SC_A895_CHAPECO_01-01-2024_A_31-12-2024.CSV,2024-01-02 14:00:00,14,Ameno Chuvoso
2024/01/02,1500 UTC,0.6,935.5,440.4,19.6,94.0,2.7,189.0,Chapeco,INMET_S_SC_A895_CHAPECO_01-01-2024_A_31-12-2024.CSV,2024-01-02 15:00:00,15,Ameno Chuvoso
2024/01/02,1600 UTC,0.0,934.7,1348.9,22.0,84.0,1.2,192.0,Chapeco,INMET_S_SC_A895_CHAPECO_01-01-2024_A_31-12-2024.CSV,2024-01-02 16:00:00,16,Ameno Seco
2024/01/02,1700 UTC,0.0,934.0,2904.0,24.2,73.0,2.3,243.0,Chapeco,INMET_S_SC_A895_CHAPECO_01-01-2024_A_31-12-2024.CSV,2024-01-02 17:00:00,17,Ameno Seco
2024/01/02,1800 UTC,0.0,933.5,2907.2,24.9,69.0,4.1,297.0,Chapeco,INMET_S_SC_A895_CHAPECO_01-01-2024_A_31-12-2024.CSV,2024-01-02 18:00:00,18,Ameno Seco
2024/01/02,1900 UTC,0.0,933.2,1516.9,24.5,72.0,4.2,304.0,Chapeco,INMET_S_SC_A895_CHAPECO_01-01-2024_A_31-12-2024.CSV,2024-01-02 19:00:00,19,Ameno Seco
2024/01/02,2000 UTC,0.0,932.5,1905.6,25.6,67.0,3.3,304.0,Chapeco,INMET_S_SC_A895_CHAPECO_01-01-2024_A_31-12-2024.CSV,2024-01-02 20:00:00,20,Quente Seco
2024/01/02,2100 UTC,0.0,932.1,854.1,25.7,67.0,1.6,302.0,Chapeco,INMET_S_SC_A895_CHAPECO_01-01-2024_A_31-12-2024.CSV,2024-01-02 21:00:00,21,Quente Seco
2024/01/02,2200 UTC,0.0,932.8,383.1,24.3,73.0,2.0,208.0,Chapeco,INMET_S_SC_A895_CHAPECO_01-01-2024_A_31-12-2024.CSV,2024-01-02 22:00:00,22,Ameno Seco
2024/01/02,2300 UTC,0.0,933.5,42.4,23.1,80.0,3.6,146.0,Chapeco,INMET_S_SC_A895_CHAPECO_01-01-2024_A_31-12-2024.CSV,2024-01-02 23:00:00,23,Ameno Seco
2024/01/03,0000 UTC,0.0,933.6,,22.0,85.0,4.3,130.0,Chapeco,INMET_S_SC_A895_CHAPECO_01-01-2024_A_31-12-2024.CSV,2024-01-03 00:00:00,0,Ameno Seco
2024/01/03,0100 UTC,0.0,934.0,,21.7,85.0,2.6,103.0,Chapeco,INMET_S_SC_A895_CHAPECO_01-01-2024_A_31-12-2024.CSV,2024-01-03 01:00:00,1,Ameno Seco
2024/01/03,0200 UTC,0.0,934.0,,21.2,87.0,2.8,114.0,Chapeco,INMET_S_SC_A895_CHAPECO_01-01-2024_A_31-12-2024.CSV,2024-01-03 02:00:00,2,Ameno Seco
2024/01/03,0300 UTC,0.0,933.8,,21.1,88.0,2.3,86.0,Chapeco,INMET_S_SC_A895_CHAPECO_01-01-2024_A_31-12-2024.CSV,2024-01-03 03:00:00,3,Ameno Seco
2024/01/03,0400 UTC,0.0,933.5,,20.6,90.0,2.5,77.0,Chapeco,INMET_S_SC_A895_CHAPECO_01-01-2024_A_31-12-2024.CSV,2024-01-03 04:00:00,4,Ameno Seco
2024/01/03,0500 UTC,0.0,933.4,,20.3,85.0,2.1,72.0,Chapeco,INMET_S_SC_A895_CHAPECO_01-01-2024_A_31-12-2024.CSV,2024-01-03 05:00:00,5,Ameno Seco
2024/01/03,0600 UTC,0.0,932.7,,19.9,85.0,3.5,63.0,Chapeco,INMET_S_SC_A895_CHAPECO_01-01-2024_A_31-12-2024.CSV,2024-01-03 06:00:00,6,Ameno Seco
2024/01/03,0700 UTC,0.0,932.5,,19.4,85.0,1.6,63.0,Chapeco,INMET_S_SC_A895_CHAPECO_01-01-2024_A_31-12-2024.CSV,2024-01-03 07:00:00,7,Ameno Seco
2024/01/03,0800 UTC,0.0,932.8,,19.2,86.0,1.6,80.0,Chapeco,INMET_S_SC_A895_CHAPECO_01-01-2024_A_31-12-2024.CSV,2024-01-03 08:00:00,8,Ameno Seco
2024/01/03,0900 UTC,0.0,933.5,13.2,18.7,91.0,2.6,89.0,Chapeco,INMET_S_SC_A895_CHAPECO_01-01-2024_A_31-12-2024.CSV,2024-01-03 09:00:00,9,Ameno Seco
2024/01/03,1000 UTC,0.0,933.9,425.4,19.5,92.0,2.3,78.0,Chapeco,INMET_S_SC_A895_CHAPECO_01-01-2024_A_31-12-2024.CSV,2024-01-03 10:00:00,10,Ameno Seco
2024/01/03,1100 UTC,0.0,934.6,1256.9,21.9,80.0,1.9,69.0,Chapeco,INMET_S_SC_A895_CHAPECO_01-01-2024_A_31-12-2024.CSV,2024-01-03 11:00:00,11,Ameno Seco
2024/01/03,1200 UTC,0.0,935.1,2101.2,24.5,71.0,1.3,75.0,Chapeco,INMET_S_SC_A895_CHAPECO_01-01-2024_A_31-12-2024.CSV,2024-01-03 12:00:00,12,Ameno Seco
2024/01/03,1300 UTC,0.0,935.2,2515.5,25.2,70.0,2.3,313.0,Chapeco,INMET_S_SC_A895_CHAPECO_01-01-2024_A_31-12-2024.CSV,2024-01-03 13:00:00,13,Quente Seco
2024/01/03,1400 UTC,0.0,935.4,3241.8,26.5,65.0,1.1,173.0,Chapeco,INMET_S_SC_A895_CHAPECO_01-01-2024_A_31-12-2024.CSV,2024-01-03 14:00:00,14,Quente Seco
2024/01/03,1500 UTC,0.0,935.1,2401.4,27.0,62.0,2.6,226.0,Chapeco,INMET_S_SC_A895_CHAPECO_01-01-2024_A_31-12-2024.CSV,2024-01-03 15:00:00,15,Quente Seco
2024/01/03,1600 UTC,0.0,934.8,2679.9,27.3,59.0,3.3,206.0,Chapeco,INMET_S_SC_A895_CHAPECO_01-01-2024_A_31-12-2024.CSV,2024-01-03 16:00:00,16,Quente Seco
2024/01/03,1700 UTC,0.0,934.2,3730.8,27.8,51.0,4.4,233.0,Chapeco,INMET_S_SC_A895_CHAPECO_01-01-2024_A_31-12-2024.CSV,2024-01-03 17:00:00,17,Quente Seco
2024/01/03,1800 UTC,0.0,933.7,3635.3,28.9,49.0,3.0,242.0,Chapeco,INMET_S_SC_A895_CHAPECO_01-01-2024_A_31-12-2024.CSV,2024-01-03 18:00:00,18,Quente Seco
2024/01/03,1900 UTC,0.0,933.3,3058.5,28.2,52.0,3.4,223.0,Chapeco,INMET_S_SC_A895_CHAPECO_01-01-2024_A_31-12-2024.CSV,2024-01-03 19:00:00,19,Quente Seco
2024/01/03,2000 UTC,0.0,933.1,1683.3,28.9,48.0,2.5,199.0,Chapeco,INMET_S_SC_A895_CHAPECO_01-01-2024_A_31-12-2024.CSV,2024-01-03 20:00:00,20,Quente Seco
2024/01/03,2100 UTC,0.0,932.8,1533.1,28.0,54.0,3.7,236.0,Chapeco,INMET_S_SC_A895_CHAPECO_01-01-2024_A_31-12-2024.CSV,2024-01-03 21:00:00,21,Quente Seco
2024/01/03,2200 UTC,0.0,933.0,530.9,26.6,58.0,3.3,195.0,Chapeco,INMET_S_SC_A895_CHAPECO_01-01-2024_A_31-12-2024.CSV,2024-01-03 22:00:00,22,Quente Seco
2024/01/03,2300 UTC,0.0,933.5,31.6,25.0,64.0,2.1,186.0,Chapeco,INMET_S_SC_A895_CHAPECO_01-01-2024_A_31-12-2024.CSV,2024-01-03 23:00:00,23,Ameno Seco
2024/01/04,0000 UTC,0.0,933.6,,24.3,62.0,2.1,178.0,Chapeco,INMET_S_SC_A895_CHAPECO_01-01-2024_A_31-12-2024.CSV,2024-01-04 00:00:00,0,Ameno Seco
2024/01/04,0100 UTC,0.0,934.3,,24.6,63.0,4.8,136.0,Chapeco,INMET_S_SC_A895_CHAPECO_01-01-2024_A_31-12-2024.CSV,2024-01-04 01:00:00,1,Ameno Seco
2024/01/04,0300 UTC,0.0,934.6,,21.8,76.0,4.8,123.0,Chapeco,INMET_S_SC_A895_CHAPECO_01-01-2024_A_31-12-2024.CSV,2024-01-04 03:00:00,3,Ameno Seco
2024/01/04,0400 UTC,0.0,934.1,,21.3,79.0,4.4,102.0,Chapeco,INMET_S_SC_A895_CHAPECO_01-01-2024_A_31-12-2024.CSV,2024-01-04 04:00:00,4,Ameno Seco
2024/01/04,0500 UTC,0.0,933.7,,21.1,80.0,3.8,82.0,Chapeco,INMET_S_SC_A895_CHAPECO_01-01-2024_A_31-12-2024.CSV,2024-01-04 05:00:00,5,Ameno Seco
2024/01/04,0600 UTC,0.0,933.4,,21.3,77.0,4.6,39.0,Chapeco,INMET_S_SC_A895_CHAPECO_01-01-2024_A_31-12-2024.CSV,2024-01-04 06:00:00,6,Ameno Seco
2024/01/04,0700 UTC,0.0,933.3,,20.5,78.0,3.4,49.0,Chapeco,INMET_S_SC_A895_CHAPECO_01-01-2024_A_31-12-2024.CSV,2024-01-04 07:00:00,7,Ameno Seco
2024/01/04,0800 UTC,0.0,933.7,,20.0,80.0,3.6,42.0,Chapeco,INMET_S_SC_A895_CHAPECO_01-01-2024_A_31-12-2024.CSV,2024-01-04 08:00:00,8,Ameno Seco
2024/01/04,0900 UTC,0.0,934.3,11.8,19.5,83.0,2.4,69.0,Chapeco,INMET_S_SC_A895_CHAPECO_01-01-2024_A_31-12-2024.CSV,2024-01-04 09:00:00,9,Ameno Seco
2024/01/04,1000 UTC,0.0,934.8,401.1,21.1,78.0,2.5,70.0,Chapeco,INMET_S_SC_A895_CHAPECO_01-01-2024_A_31-12-2024.CSV,2024-01-04 10:00:00,10,Ameno Seco
2024/01/04,1100 UTC,0.0,935.4,1212.9,22.0,73.0,3.0,80.0,Chapeco,INMET_S_SC_A895_CHAPECO_01-01-2024_A_31-12-2024.CSV,2024-01-04 11:00:00,11,Ameno Seco
2024/01/04,1200 UTC,0.0,935.8,2062.8,23.3,71.0,2.2,29.0,Chapeco,INMET_S_SC_A895_CHAPECO_01-01-2024_A_31-12-2024.CSV,2024-01-04 12:00:00,12,Ameno Seco
2024/01/04,1300 UTC,0.0,936.3,2825.2,25.2,65.0,1.5,9.0,Chapeco,INMET_S_SC_A895_CHAPECO_01-01-2024_A_31-12-2024.CSV,2024-01-04 13:00:00,13,Quente Seco
2024/01/04,1400 UTC,0.0,936.4,2770.7,26.3,61.0,0.9,162.0,Chapeco,INMET_S_SC_A895_CHAPECO_01-01-2024_A_31-12-2024.CSV,2024-01-04 14:00:00,14,Quente Seco
2024/01/04,1500 UTC,0.0,936.0,2435.9,26.7,56.0,1.2,277.0,Chapeco,INMET_S_SC_A895_CHAPECO_01-01-2024_A_31-12-2024.CSV,2024-01-04 15:00:00,15,Quente Seco
2024/01/04,1600 UTC,0.0,935.4,2001.4,25.9,66.0,1.6,164.0,Chapeco,INMET_S_SC_A895_CHAPECO_01-01-2024_A_31-12-2024.CSV,2024-01-04 16:00:00,16,Quente Seco
2024/01/04,1700 UTC,0.0,934.8,2550.5,28.2,60.0,2.8,225.0,Chapeco,INMET_S_SC_A895_CHAPECO_01-01-2024_A_31-12-2024.CSV,2024-01-04 17:00:00,17,Quente Seco
2024/01/04,1800 UTC,0.0,934.3,2179.9,26.0,63.0,7.4,200.0,Chapeco,INMET_S_SC_A895_CHAPECO_01-01-2024_A_31-12-2024.CSV,2024-01-04 18:00:00,18,Quente Seco
2024/01/04,1900 UTC,0.0,934.0,3144.9,26.9,54.0,5.1,142.0,Chapeco,INMET_S_SC_A895_CHAPECO_01-01-2024_A_31-12-2024.CSV,2024-01-04 19:00:00,19,Quente Seco
2024/01/04,2000 UTC,0.0,933.7,1897.9,26.2,63.0,5.4,151.0,Chapeco,INMET_S_SC_A895_CHAPECO_01-01-2024_A_31-12-2024.CSV,2024-01-04 20:00:00,20,Quente Seco
2024/01/04,2100 UTC,0.0,933.7,1385.3,26.2,64.0,4.6,110.0,Chapeco,INMET_S_SC_A895_CHAPECO_01-01-2024_A_31-12-2024.CSV,2024-01-04 21:00:00,21,Quente Seco
2024/01/04,2200 UTC,0.0,934.1,553.1,24.9,71.0,4.0,82.0,Chapeco,INMET_S_SC_A895_CHAPECO_01-01-2024_A_31-12-2024.CSV,2024-01-04 22:00:00,22,Ameno Seco
2024/01/04,2300 UTC,0.0,934.2,47.2,24.0,74.0,2.3,50.0,Chapeco,INMET_S_SC_A895_CHAPECO_01-01-2024_A_31-12-2024.CSV,2024-01-04 23:00:00,23,Ameno Seco
2024/01/05,0000 UTC,0.0,934.5,,23.0,76.0,3.1,80.0,Chapeco,INMET_S_SC_A895_CHAPECO_01-01-2024_A_31-12-2024.CSV,2024-01-05 00:00:00,0,Ameno Seco
2024/01/05,0100 UTC,0.0,934.7,,22.3,79.0,2.4,91.0,Chapeco,INMET_S_SC_A895_CHAPECO_01-01-2024_A_31-12-2024.CSV,2024-01-05 01:00:00,1,Ameno Seco
2024/01/05,0200 UTC,0.0,935.1,,21.7,81.0,2.8,93.0,Chapeco,INMET_S_SC_A895_CHAPECO_01-01-2024_A_31-12-2024.CSV,2024-01-05 02:00:00,2,Ameno Seco
2024/01/05,0300 UTC,0.0,935.1,,21.2,83.0,2.8,104.0,Chapeco,INMET_S_SC_A895_CHAPECO_01-01-2024_A_31-12-2024.CSV,2024-01-05 03:00:00,3,Ameno Seco
2024/01/05,0400 UTC,0.0,934.5,,20.6,86.0,2.7,116.0,Chapeco,INMET_S_SC_A895_CHAPECO_01-01-2024_A_31-12-2024.CSV,2024-01-05 04:00:00,4,Ameno Seco
2024/01/05,0500 UTC,0.0,934.2,,20.2,83.0,2.2,96.0,Chapeco,INMET_S_SC_A895_CHAPECO_01-01-2024_A_31-12-2024.CSV,2024-01-05 05:00:00,5,Ameno Seco
2024/01/05,0600 UTC,0.0,934.1,,19.6,87.0,2.0,133.0,Chapeco,INMET_S_SC_A895_CHAPECO_01-01-2024_A_31-12-2024.CSV,2024-01-05 06:00:00,6,Ameno Seco
2024/01/05,0700 UTC,0.0,934.1,,19.0,90.0,2.9,113.0,Chapeco,INMET_S_SC_A895_CHAPECO_01-01-2024_A_31-12-2024.CSV,2024-01-05 07:00:00,7,Ameno Seco
2024/01/05,0800 UTC,0.0,934.4,,18.9,91.0,3.4,114.0,Chapeco,INMET_S_SC_A895_CHAPECO_01-01-2024_A_31-12-2024.CSV,2024-01-05 08:00:00,8,Ameno Seco
2024/01/05,0900 UTC,0.0,934.8,13.3,18.7,91.0,3.0,96.0,Chapeco,INMET_S_SC_A895_CHAPECO_01-01-2024_A_31-12-2024.CSV,2024-01-05 09:00:00,9,Ameno Seco
2024/01/05,1000 UTC,0.0,935.1,362.6,20.2,86.0,3.0,102.0,Chapeco,INMET_S_SC_A895_CHAPECO_01-01-2024_A_31-12-2024.CSV,2024-01-05 10:00:00,10,Ameno Seco
2024/01/05,1100 UTC,0.0,935.5,1097.3,21.8,77.0,3.8,106.0,Chapeco,INMET_S_SC_A895_CHAPECO_01-01-2024_A_31-12-2024.CSV,2024-01-05 11:00:00,11,Ameno Seco
2024/01/05,1200 UTC,0.0,935.7,2048.0,22.7,74.0,4.0,97.0,Chapeco,INMET_S_SC_A895_CHAPECO_01-01-2024_A_31-12-2024.CSV,2024-01-05 12:00:00,12,Ameno Seco
2024/01/05,1300 UTC,0.0,935.9,2857.8,24.7,69.0,2.7,91.0,Chapeco,INMET_S_SC_A895_CHAPECO_01-01-2024_A_31-12-2024.CSV,2024-01-05 13:00:00,13,Ameno Seco
2024/01/05,1400 UTC,0.0,935.7,2812.2,25.8,68.0,1.9,69.0,Chapeco,INMET_S_SC_A895_CHAPECO_01-01-2024_A_31-12-2024.CSV,2024-01-05 14:00:00,14,Quente Seco
2024/01/05,1500 UTC,0.0,935.3,1675.3,26.3,65.0,0.9,127.0,Chapeco,INMET_S_SC_A895_CHAPECO_01-01-2024_A_31-12-2024.CSV,2024-01-05 15:00:00,15,Quente Seco
2024/01/05,1600 UTC,0.0,934.6,2229.5,26.5,64.0,3.2,195.0,Chapeco,INMET_S_SC_A895_CHAPECO_01-01-2024_A_31-12-2024.CSV,2024-01-05 16:00:00,16,Quente Seco
2024/01/05,1700 UTC,0.0,934.1,2501.6,27.7,58.0,2.3,191.0,Chapeco,INMET_S_SC_A895_CHAPECO_01-01-2024_A_31-12-2024.CSV,2024-01-05 17:00:00,17,Quente Seco
2024/01/05,1800 UTC,0.0,933.5,2446.6,25.0,64.0,3.1,338.0,Chapeco,INMET_S_SC_A895_CHAPECO_01-01-2024_A_31-12-2024.CSV,2024-01-05 18:00:00,18,Ameno Seco
2024/01/05,1900 UTC,0.0,933.6,1338.7,25.2,62.0,5.0,51.0,Chapeco,INMET_S_SC_A895_CHAPECO_01-01-2024_A_31-12-2024.CSV,2024-01-05 19:00:00,19,Quente Seco
2024/01/05,2000 UTC,0.0,933.0,2122.9,25.0,65.0,3.4,76.0,Chapeco,INMET_S_SC_A895_CHAPECO_01-01-2024_A_31-12-2024.CSV,2024-01-05 20:00:00,20,Ameno Seco
2024/01/05,2100 UTC,0.0,932.8,1312.2,26.3,56.0,1.5,32.0,Chapeco,INMET_S_SC_A895_CHAPECO_01-01-2024_A_31-12-2024.CSV,2024-01-05 21:00:00,21,Quente Seco
2024/01/05,2200 UTC,0.0,933.7,549.3,23.7,66.0,4.4,86.0,Chapeco,INMET_S_SC_A895_CHAPECO_01-01-2024_A_31-12-2024.CSV,2024-01-05 22:00:00,22,Ameno Seco
2024/01/05,2300 UTC,0.0,934.0,49.8,22.8,71.0,3.2,63.0,Chapeco,INMET_S_SC_A895_CHAPECO_01-01-2024_A_31-12-2024.CSV,2024-01-05 23:00:00,23,Ameno Seco
2024/01/06,0000 UTC,0.0,934.0,,22.7,73.0,3.0,80.0,Chapeco,INMET_S_SC_A895_CHAPECO_01-01-2024_A_31-12-2024.CSV,2024-01-06 00:00:00,0,Ameno Seco
2024/01/06,0300 UTC,0.0,934.4,,21.4,81.0,2.4,78.0,Chapeco,INMET_S_SC_A895_CHAPECO_01-01-2024_A_31-12-2024.CSV,2024-01-06 03:00:00,3,Ameno Seco
2024/01/06,0500 UTC,0.0,933.8,,20.6,84.0,3.1,78.0,Chapeco,INMET_S_SC_A895_CHAPECO_01-01-2024_A_31-12-2024.CSV,2024-01-06 05:00:00,5,Ameno Seco
2024/01/06,0600 UTC,0.0,933.9,,20.1,82.0,4.0,82.0,Chapeco,INMET_S_SC_A895_CHAPECO_01-01-2024_A_31-12-2024.CSV,2024-01-06 06:00:00,6,Ameno Seco
2024/01/06,0700 UTC,0.0,933.7,,19.4,83.0,3.2,84.0,Chapeco,INMET_S_SC_A895_CHAPECO_01-01-2024_A_31-12-2024.CSV,2024-01-06 07:00:00,7,Ameno Seco
2024/01/06,0800 UTC,0.0,934.1,,19.0,84.0,2.7,84.0,Chapeco,INMET_S_SC_A895_CHAPECO_01-01-2024_A_31-12-2024.CSV,2024-01-06 08:00:00,8,Ameno Seco
2024/01/06,0900 UTC,0.0,934.4,10.1,19.1,82.0,2.9,79.0,Chapeco,INMET_S_SC_A895_CHAPECO_01-01-2024_A_31-12-2024.CSV,2024-01-06 09:00:00,9,Ameno Seco
2024/01/06,1000 UTC,0.0,934.5,382.7,20.6,80.0,2.8,92.0,Chapeco,INMET_S_SC_A895_CHAPECO_01-01-2024_A_31-12-2024.CSV,2024-01-06 10:00:00,10,Ameno Seco
